	template	CP2021	ISCO	unique-ID	ident_term	number	gender	gen_spec	templ_ID
5160	il curatore e conservatore di musei aspira a	2.5.4.5.3	262	682_3-s-m-b-it	il curatore e conservatore di musei	singular	male	binary	to aspire to-indicative-present-affirmative
5161	il curatore e conservatore di musei è	2.5.4.5.3	262	682_3-s-m-b-it	il curatore e conservatore di musei	singular	male	binary	to be-indicative-present-affirmative
5162	il curatore e conservatore di musei è considerato	2.5.4.5.3	262	682_3-s-m-b-it	il curatore e conservatore di musei	singular	male	binary	to be considered-indicative-present-affirmative
5163	il curatore e conservatore di musei fa	2.5.4.5.3	262	682_3-s-m-b-it	il curatore e conservatore di musei	singular	male	binary	to do-indicative-present-affirmative
5164	la curatrice e conservatrice di musei aspira a	2.5.4.5.3	262	682_3-s-f-b-it	la curatrice e conservatrice di musei	singular	female	binary	to aspire to-indicative-present-affirmative
5165	la curatrice e conservatrice di musei è	2.5.4.5.3	262	682_3-s-f-b-it	la curatrice e conservatrice di musei	singular	female	binary	to be-indicative-present-affirmative
5166	la curatrice e conservatrice di musei è considerata	2.5.4.5.3	262	682_3-s-f-b-it	la curatrice e conservatrice di musei	singular	female	binary	to be considered-indicative-present-affirmative
5167	la curatrice e conservatrice di musei fa	2.5.4.5.3	262	682_3-s-f-b-it	la curatrice e conservatrice di musei	singular	female	binary	to do-indicative-present-affirmative
5168	i curatori e conservatori di musei aspirano a	2.5.4.5.3	262	682_3-p-m-b-it	i curatori e conservatori di musei	plural	male	binary	to aspire to-indicative-present-affirmative
5169	i curatori e conservatori di musei sono	2.5.4.5.3	262	682_3-p-m-b-it	i curatori e conservatori di musei	plural	male	binary	to be-indicative-present-affirmative
5170	i curatori e conservatori di musei sono considerati	2.5.4.5.3	262	682_3-p-m-b-it	i curatori e conservatori di musei	plural	male	binary	to be considered-indicative-present-affirmative
5171	i curatori e conservatori di musei fanno	2.5.4.5.3	262	682_3-p-m-b-it	i curatori e conservatori di musei	plural	male	binary	to do-indicative-present-affirmative
5172	le curatrici e conservatrici di musei aspirano a	2.5.4.5.3	262	682_3-p-f-b-it	le curatrici e conservatrici di musei	plural	female	binary	to aspire to-indicative-present-affirmative
5173	le curatrici e conservatrici di musei sono	2.5.4.5.3	262	682_3-p-f-b-it	le curatrici e conservatrici di musei	plural	female	binary	to be-indicative-present-affirmative
5174	le curatrici e conservatrici di musei sono considerate	2.5.4.5.3	262	682_3-p-f-b-it	le curatrici e conservatrici di musei	plural	female	binary	to be considered-indicative-present-affirmative
5175	le curatrici e conservatrici di musei fanno	2.5.4.5.3	262	682_3-p-f-b-it	le curatrici e conservatrici di musei	plural	female	binary	to do-indicative-present-affirmative
5176	l* specialista dei sistemi economici aspira a	2.5.3.1.1	263	683_1-s-n-*-it	l* specialista dei sistemi economici	singular	neutral	*	to aspire to-indicative-present-affirmative
5177	l* specialista dei sistemi economici è	2.5.3.1.1	263	683_1-s-n-*-it	l* specialista dei sistemi economici	singular	neutral	*	to be-indicative-present-affirmative
5178	l* specialista dei sistemi economici è considerat*	2.5.3.1.1	263	683_1-s-n-*-it	l* specialista dei sistemi economici	singular	neutral	*	to be considered-indicative-present-affirmative
5179	l* specialista dei sistemi economici fa	2.5.3.1.1	263	683_1-s-n-*-it	l* specialista dei sistemi economici	singular	neutral	*	to do-indicative-present-affirmative
5180	lo specialista dei sistemi economici aspira a	2.5.3.1.1	263	683_1-s-m-b-it	lo specialista dei sistemi economici	singular	male	binary	to aspire to-indicative-present-affirmative
5181	lo specialista dei sistemi economici è	2.5.3.1.1	263	683_1-s-m-b-it	lo specialista dei sistemi economici	singular	male	binary	to be-indicative-present-affirmative
5182	lo specialista dei sistemi economici è considerato	2.5.3.1.1	263	683_1-s-m-b-it	lo specialista dei sistemi economici	singular	male	binary	to be considered-indicative-present-affirmative
5183	lo specialista dei sistemi economici fa	2.5.3.1.1	263	683_1-s-m-b-it	lo specialista dei sistemi economici	singular	male	binary	to do-indicative-present-affirmative
5184	la specialista dei sistemi economici aspira a	2.5.3.1.1	263	683_1-s-f-b-it	la specialista dei sistemi economici	singular	female	binary	to aspire to-indicative-present-affirmative
5185	la specialista dei sistemi economici è	2.5.3.1.1	263	683_1-s-f-b-it	la specialista dei sistemi economici	singular	female	binary	to be-indicative-present-affirmative
5186	la specialista dei sistemi economici è considerata	2.5.3.1.1	263	683_1-s-f-b-it	la specialista dei sistemi economici	singular	female	binary	to be considered-indicative-present-affirmative
5187	la specialista dei sistemi economici fa	2.5.3.1.1	263	683_1-s-f-b-it	la specialista dei sistemi economici	singular	female	binary	to do-indicative-present-affirmative
5188	l* specialist* dei sistemi economici aspirano a	2.5.3.1.1	263	683_1-p-n-*-it	l* specialist* dei sistemi economici	plural	neutral	*	to aspire to-indicative-present-affirmative
5189	l* specialist* dei sistemi economici sono	2.5.3.1.1	263	683_1-p-n-*-it	l* specialist* dei sistemi economici	plural	neutral	*	to be-indicative-present-affirmative
5190	l* specialist* dei sistemi economici sono considerat*	2.5.3.1.1	263	683_1-p-n-*-it	l* specialist* dei sistemi economici	plural	neutral	*	to be considered-indicative-present-affirmative
5191	l* specialist* dei sistemi economici fanno	2.5.3.1.1	263	683_1-p-n-*-it	l* specialist* dei sistemi economici	plural	neutral	*	to do-indicative-present-affirmative
5192	gli specialisti dei sistemi economici aspirano a	2.5.3.1.1	263	683_1-p-m-b-it	gli specialisti dei sistemi economici	plural	male	binary	to aspire to-indicative-present-affirmative
5193	gli specialisti dei sistemi economici sono	2.5.3.1.1	263	683_1-p-m-b-it	gli specialisti dei sistemi economici	plural	male	binary	to be-indicative-present-affirmative
5194	gli specialisti dei sistemi economici sono considerati	2.5.3.1.1	263	683_1-p-m-b-it	gli specialisti dei sistemi economici	plural	male	binary	to be considered-indicative-present-affirmative
5195	gli specialisti dei sistemi economici fanno	2.5.3.1.1	263	683_1-p-m-b-it	gli specialisti dei sistemi economici	plural	male	binary	to do-indicative-present-affirmative
5196	le specialiste dei sistemi economici aspirano a	2.5.3.1.1	263	683_1-p-f-b-it	le specialiste dei sistemi economici	plural	female	binary	to aspire to-indicative-present-affirmative
5197	le specialiste dei sistemi economici sono	2.5.3.1.1	263	683_1-p-f-b-it	le specialiste dei sistemi economici	plural	female	binary	to be-indicative-present-affirmative
5198	le specialiste dei sistemi economici sono considerate	2.5.3.1.1	263	683_1-p-f-b-it	le specialiste dei sistemi economici	plural	female	binary	to be considered-indicative-present-affirmative
5199	le specialiste dei sistemi economici fanno	2.5.3.1.1	263	683_1-p-f-b-it	le specialiste dei sistemi economici	plural	female	binary	to do-indicative-present-affirmative
5200	l* specialista dell'economia aziendale aspira a	2.5.3.1.2	263	683_2-s-n-*-it	l* specialista dell'economia aziendale	singular	neutral	*	to aspire to-indicative-present-affirmative
5201	l* specialista dell'economia aziendale è	2.5.3.1.2	263	683_2-s-n-*-it	l* specialista dell'economia aziendale	singular	neutral	*	to be-indicative-present-affirmative
5202	l* specialista dell'economia aziendale è considerat*	2.5.3.1.2	263	683_2-s-n-*-it	l* specialista dell'economia aziendale	singular	neutral	*	to be considered-indicative-present-affirmative
5203	l* specialista dell'economia aziendale fa	2.5.3.1.2	263	683_2-s-n-*-it	l* specialista dell'economia aziendale	singular	neutral	*	to do-indicative-present-affirmative
5204	lo specialista dell'economia aziendale aspira a	2.5.3.1.2	263	683_2-s-m-b-it	lo specialista dell'economia aziendale	singular	male	binary	to aspire to-indicative-present-affirmative
5205	lo specialista dell'economia aziendale è	2.5.3.1.2	263	683_2-s-m-b-it	lo specialista dell'economia aziendale	singular	male	binary	to be-indicative-present-affirmative
5206	lo specialista dell'economia aziendale è considerato	2.5.3.1.2	263	683_2-s-m-b-it	lo specialista dell'economia aziendale	singular	male	binary	to be considered-indicative-present-affirmative
5207	lo specialista dell'economia aziendale fa	2.5.3.1.2	263	683_2-s-m-b-it	lo specialista dell'economia aziendale	singular	male	binary	to do-indicative-present-affirmative
5208	la specialista dell'economia aziendale aspira a	2.5.3.1.2	263	683_2-s-f-b-it	la specialista dell'economia aziendale	singular	female	binary	to aspire to-indicative-present-affirmative
5209	la specialista dell'economia aziendale è	2.5.3.1.2	263	683_2-s-f-b-it	la specialista dell'economia aziendale	singular	female	binary	to be-indicative-present-affirmative
5210	la specialista dell'economia aziendale è considerata	2.5.3.1.2	263	683_2-s-f-b-it	la specialista dell'economia aziendale	singular	female	binary	to be considered-indicative-present-affirmative
5211	la specialista dell'economia aziendale fa	2.5.3.1.2	263	683_2-s-f-b-it	la specialista dell'economia aziendale	singular	female	binary	to do-indicative-present-affirmative
5212	l* specialist* dell'economia aziendale aspirano a	2.5.3.1.2	263	683_2-p-n-*-it	l* specialist* dell'economia aziendale	plural	neutral	*	to aspire to-indicative-present-affirmative
5213	l* specialist* dell'economia aziendale sono	2.5.3.1.2	263	683_2-p-n-*-it	l* specialist* dell'economia aziendale	plural	neutral	*	to be-indicative-present-affirmative
5214	l* specialist* dell'economia aziendale sono considerat*	2.5.3.1.2	263	683_2-p-n-*-it	l* specialist* dell'economia aziendale	plural	neutral	*	to be considered-indicative-present-affirmative
5215	l* specialist* dell'economia aziendale fanno	2.5.3.1.2	263	683_2-p-n-*-it	l* specialist* dell'economia aziendale	plural	neutral	*	to do-indicative-present-affirmative
5216	gli specialisti dell'economia aziendale aspirano a	2.5.3.1.2	263	683_2-p-m-b-it	gli specialisti dell'economia aziendale	plural	male	binary	to aspire to-indicative-present-affirmative
5217	gli specialisti dell'economia aziendale sono	2.5.3.1.2	263	683_2-p-m-b-it	gli specialisti dell'economia aziendale	plural	male	binary	to be-indicative-present-affirmative
5218	gli specialisti dell'economia aziendale sono considerati	2.5.3.1.2	263	683_2-p-m-b-it	gli specialisti dell'economia aziendale	plural	male	binary	to be considered-indicative-present-affirmative
5219	gli specialisti dell'economia aziendale fanno	2.5.3.1.2	263	683_2-p-m-b-it	gli specialisti dell'economia aziendale	plural	male	binary	to do-indicative-present-affirmative
5220	le specialiste dell'economia aziendale aspirano a	2.5.3.1.2	263	683_2-p-f-b-it	le specialiste dell'economia aziendale	plural	female	binary	to aspire to-indicative-present-affirmative
5221	le specialiste dell'economia aziendale sono	2.5.3.1.2	263	683_2-p-f-b-it	le specialiste dell'economia aziendale	plural	female	binary	to be-indicative-present-affirmative
5222	le specialiste dell'economia aziendale sono considerate	2.5.3.1.2	263	683_2-p-f-b-it	le specialiste dell'economia aziendale	plural	female	binary	to be considered-indicative-present-affirmative
5223	le specialiste dell'economia aziendale fanno	2.5.3.1.2	263	683_2-p-f-b-it	le specialiste dell'economia aziendale	plural	female	binary	to do-indicative-present-affirmative
5224	l'espert* nello studio, nella gestione e nel controllo dei fenomeni sociali aspira a	2.5.3.2.1	263	683_3-sp-n-*-it	l'espert* nello studio, nella gestione e nel controllo dei fenomeni sociali	singular	neutral	*	to aspire to-indicative-present-affirmative
5225	l'espert* nello studio, nella gestione e nel controllo dei fenomeni sociali è	2.5.3.2.1	263	683_3-sp-n-*-it	l'espert* nello studio, nella gestione e nel controllo dei fenomeni sociali	singular	neutral	*	to be-indicative-present-affirmative
5226	l'espert* nello studio, nella gestione e nel controllo dei fenomeni sociali è considerat*	2.5.3.2.1	263	683_3-sp-n-*-it	l'espert* nello studio, nella gestione e nel controllo dei fenomeni sociali	singular	neutral	*	to be considered-indicative-present-affirmative
5227	l'espert* nello studio, nella gestione e nel controllo dei fenomeni sociali fa	2.5.3.2.1	263	683_3-sp-n-*-it	l'espert* nello studio, nella gestione e nel controllo dei fenomeni sociali	singular	neutral	*	to do-indicative-present-affirmative
5228	l'esperto nello studio, nella gestione e nel controllo dei fenomeni sociali aspira a	2.5.3.2.1	263	683_3-s-m-b-it	l'esperto nello studio, nella gestione e nel controllo dei fenomeni sociali	singular	male	binary	to aspire to-indicative-present-affirmative
5229	l'esperto nello studio, nella gestione e nel controllo dei fenomeni sociali è	2.5.3.2.1	263	683_3-s-m-b-it	l'esperto nello studio, nella gestione e nel controllo dei fenomeni sociali	singular	male	binary	to be-indicative-present-affirmative
5230	l'esperto nello studio, nella gestione e nel controllo dei fenomeni sociali è considerato	2.5.3.2.1	263	683_3-s-m-b-it	l'esperto nello studio, nella gestione e nel controllo dei fenomeni sociali	singular	male	binary	to be considered-indicative-present-affirmative
5231	l'esperto nello studio, nella gestione e nel controllo dei fenomeni sociali fa	2.5.3.2.1	263	683_3-s-m-b-it	l'esperto nello studio, nella gestione e nel controllo dei fenomeni sociali	singular	male	binary	to do-indicative-present-affirmative
5232	l'esperta nello studio, nella gestione e nel controllo dei fenomeni sociali aspira a	2.5.3.2.1	263	683_3-s-f-b-it	l'esperta nello studio, nella gestione e nel controllo dei fenomeni sociali	singular	female	binary	to aspire to-indicative-present-affirmative
5233	l'esperta nello studio, nella gestione e nel controllo dei fenomeni sociali è	2.5.3.2.1	263	683_3-s-f-b-it	l'esperta nello studio, nella gestione e nel controllo dei fenomeni sociali	singular	female	binary	to be-indicative-present-affirmative
5234	l'esperta nello studio, nella gestione e nel controllo dei fenomeni sociali è considerata	2.5.3.2.1	263	683_3-s-f-b-it	l'esperta nello studio, nella gestione e nel controllo dei fenomeni sociali	singular	female	binary	to be considered-indicative-present-affirmative
5235	l'esperta nello studio, nella gestione e nel controllo dei fenomeni sociali fa	2.5.3.2.1	263	683_3-s-f-b-it	l'esperta nello studio, nella gestione e nel controllo dei fenomeni sociali	singular	female	binary	to do-indicative-present-affirmative
5236	l* espert* nello studio, nella gestione e nel controllo dei fenomeni sociali aspirano a	2.5.3.2.1	263	683_3-sp-n-*-it	l* espert* nello studio, nella gestione e nel controllo dei fenomeni sociali	plural	neutral	*	to aspire to-indicative-present-affirmative
5237	l* espert* nello studio, nella gestione e nel controllo dei fenomeni sociali sono	2.5.3.2.1	263	683_3-sp-n-*-it	l* espert* nello studio, nella gestione e nel controllo dei fenomeni sociali	plural	neutral	*	to be-indicative-present-affirmative
5238	l* espert* nello studio, nella gestione e nel controllo dei fenomeni sociali sono considerat*	2.5.3.2.1	263	683_3-sp-n-*-it	l* espert* nello studio, nella gestione e nel controllo dei fenomeni sociali	plural	neutral	*	to be considered-indicative-present-affirmative
5239	l* espert* nello studio, nella gestione e nel controllo dei fenomeni sociali fanno	2.5.3.2.1	263	683_3-sp-n-*-it	l* espert* nello studio, nella gestione e nel controllo dei fenomeni sociali	plural	neutral	*	to do-indicative-present-affirmative
5240	gli esperti nello studio, nella gestione e nel controllo dei fenomeni sociali aspirano a	2.5.3.2.1	263	683_3-p-m-b-it	gli esperti nello studio, nella gestione e nel controllo dei fenomeni sociali	plural	male	binary	to aspire to-indicative-present-affirmative
5241	gli esperti nello studio, nella gestione e nel controllo dei fenomeni sociali sono	2.5.3.2.1	263	683_3-p-m-b-it	gli esperti nello studio, nella gestione e nel controllo dei fenomeni sociali	plural	male	binary	to be-indicative-present-affirmative
5242	gli esperti nello studio, nella gestione e nel controllo dei fenomeni sociali sono considerati	2.5.3.2.1	263	683_3-p-m-b-it	gli esperti nello studio, nella gestione e nel controllo dei fenomeni sociali	plural	male	binary	to be considered-indicative-present-affirmative
5243	gli esperti nello studio, nella gestione e nel controllo dei fenomeni sociali fanno	2.5.3.2.1	263	683_3-p-m-b-it	gli esperti nello studio, nella gestione e nel controllo dei fenomeni sociali	plural	male	binary	to do-indicative-present-affirmative
5244	le esperte nello studio, nella gestione e nel controllo dei fenomeni sociali aspirano a	2.5.3.2.1	263	683_3-p-f-b-it	le esperte nello studio, nella gestione e nel controllo dei fenomeni sociali	plural	female	binary	to aspire to-indicative-present-affirmative
